NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,KHUL,Ton Tona,M.,DVD,Divers droite,425,"   2,09","   0,67",non,09311,09311,93011
2,MERETREL,François,M.,DIV,Divers,193,"   0,95","   0,30",non,09311,09311,93011
3,AÏT MESGHAT,Lynda,Mme,UDI,Union des Démocrates et des Indépendants,236,"   1,16","   0,37",non,09311,09311,93011
4,LEVERRIER,Jean-Pierre,M.,ECO,Ecologistes,304,"   1,49","   0,48",non,09311,09311,93011
5,COUFFIN-GUÉRIN,Isabelle,Mme,DXG,Divers extrême gauche,163,"   0,80","   0,26",non,09311,09311,93011
6,NAUD,Emmanuel,M.,LR,Les Républicains,269,"   1,32","   0,42",non,09311,09311,93011
7,AUTAIN,Clémentine,Mme,NUP,Nouvelle union populaire écologique et sociale,9400,"  46,15","  14,83",Bal.,09311,09311,93011
8,GUILLEMETTE,Micheline,Mme,DXG,Divers extrême gauche,109,"   0,54","   0,17",non,09311,09311,93011
9,OUARET,Hakima,Mme,ENS,Ensemble ! (Majorité présidentielle),2181,"  10,71","   3,44",non,09311,09311,93011
10,JOLY,Renée,Mme,RN,Rassemblement National,2672,"  13,12","   4,21",non,09311,09311,93011
11,DE CARVALHO,Virginie,Mme,DVG,Divers gauche,3091,"  15,18","   4,88",Bal.,09311,09311,93011
12,SCAGNI,Fabrice,M.,DVC,Divers centre,776,"   3,81","   1,22",non,09311,09311,93011
13,DUSAUSOY,Guillemette,Mme,REC,Reconquête !,549,"   2,70","   0,87",non,09311,09311,93011
