NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LAPRAY,Lumir,Mme,NUP,Nouvelle union populaire écologique et sociale,12428,"  25,42","  12,43",Bal.,00102,00102,01002
2,DAUBIÉ,Romain,M.,ENS,Ensemble ! (Majorité présidentielle),12916,"  26,42","  12,92",Bal.,00102,00102,01002
3,GOUTAGNY,Vincent,M.,DXG,Divers extrême gauche,415,"   0,85","   0,42",non,00102,00102,01002
4,BARATAY,Denis,M.,DVD,Divers droite,618,"   1,26","   0,62",non,00102,00102,01002
5,NANCHI,Alexandre,M.,LR,Les Républicains,7192,"  14,71","   7,20",non,00102,00102,01002
6,COSTA,Alexandre,M.,REC,Reconquête !,2392,"   4,89","   2,39",non,00102,00102,01002
7,MARTET,Colin,M.,DIV,Divers,265,"   0,54","   0,27",non,00102,00102,01002
8,IGLÉSIS,Thomas,M.,ECO,Ecologistes,653,"   1,34","   0,65",non,00102,00102,01002
9,EYRAUD,Olivier,M.,RN,Rassemblement National,11354,"  23,23","  11,36",non,00102,00102,01002
10,CARRIER,Delphine,Mme,DSV,Droite souverainiste,653,"   1,34","   0,65",non,00102,00102,01002
