NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CHADOURNE,Sandrine,Mme,RN,Rassemblement National,11628,"  28,03","  13,96",Bal.,03310,03310,33010
2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),13565,"  32,70","  16,29",Bal.,03310,03310,33010
3,BOURGOIS,Pascal,M.,NUP,Nouvelle union populaire écologique et sociale,9705,"  23,40","  11,65",non,03310,03310,33010
4,FLEURY,Catherine,Mme,DSV,Droite souverainiste,593,"   1,43","   0,71",non,03310,03310,33010
5,PLANTON,"Veronique, Raymonde",Mme,RDG,Parti radical de gauche,2034,"   4,90","   2,44",non,03310,03310,33010
6,BERNARD,Muriel,Mme,DVG,Divers gauche,0,"   0,00","   0,00",non,03310,03310,33010
7,MALHERBE,Gonzague,M.,REC,Reconquête !,2582,"   6,22","   3,10",non,03310,03310,33010
8,GUILBERT,Amélie,Mme,ECO,Ecologistes,606,"   1,46","   0,73",non,03310,03310,33010
9,HALBIN,Hélène,Mme,DXG,Divers extrême gauche,507,"   1,22","   0,61",non,03310,03310,33010
10,DEJONG-PAUSS,Angélique,Mme,DIV,Divers,262,"   0,63","   0,31",non,03310,03310,33010
