NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ABADIE,Anne,Mme,DVD,Divers droite,733,"   1,60","   0,75",non,05915,05915,59015
2,PERCHE,Anne-Lise,Mme,DSV,Droite souverainiste,478,"   1,04","   0,49",non,05915,05915,59015
3,LANDTSHEERE,Caroline,Mme,DVD,Divers droite,1451,"   3,16","   1,48",non,05915,05915,59015
4,DIEUSAERT,Stephane,M.,LR,Les Républicains,4910,"  10,69","   5,02",non,05915,05915,59015
5,DENEUCHE,Marc,M.,DVC,Divers centre,1165,"   2,54","   1,19",non,05915,05915,59015
6,LEDEZ,Stéphane,M.,DVC,Divers centre,1373,"   2,99","   1,40",non,05915,05915,59015
7,BERTELOOT,Pierrick,M.,RN,Rassemblement National,12133,"  26,42","  12,41",Bal.,05915,05915,59015
8,LAMÉRANT,Gaétan,M.,ECO,Ecologistes,989,"   2,15","   1,01",non,05915,05915,59015
9,NICOLET,Claude,M.,ENS,Ensemble ! (Majorité présidentielle),8084,"  17,60","   8,27",non,05915,05915,59015
10,DUYCK,Joël,M.,DVD,Divers droite,1088,"   2,37","   1,11",non,05915,05915,59015
11,DUCOURANT,Emilie,Mme,NUP,Nouvelle union populaire écologique et sociale,9200,"  20,03","   9,41",Bal.,05915,05915,59015
12,DARQUES,Jérôme,M.,DVD,Divers droite,2540,"   5,53","   2,60",non,05915,05915,59015
13,LELEU,Aurélie,Mme,REC,Reconquête !,1155,"   2,52","   1,18",non,05915,05915,59015
14,DUBIEZ,Benjamin,M.,DXG,Divers extrême gauche,624,"   1,36","   0,64",non,05915,05915,59015
