NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DEGUARA,Samuel,M.,ENS,Ensemble ! (Majorité présidentielle),8568,"  22,60","  12,39",Bal.,01202,01202,12002
2,ALEXANDRE,Laurent,M.,NUP,Nouvelle union populaire écologique et sociale,10534,"  27,78","  15,23",Bal.,01202,01202,12002
3,AT,André,M.,LR,Les Républicains,5907,"  15,58","   8,54",non,01202,01202,12002
4,BARTHE,Florian,M.,DVD,Divers droite,1300,"   3,43","   1,88",non,01202,01202,12002
5,LELEU,Bruno,M.,RN,Rassemblement National,4865,"  12,83","   7,03",non,01202,01202,12002
6,DUVAL,Dominique,M.,REC,Reconquête !,1208,"   3,19","   1,75",non,01202,01202,12002
7,EL HEDRI,Lucile,Mme,DXG,Divers extrême gauche,220,"   0,58","   0,32",non,01202,01202,12002
8,CANTOURNET,Eric,M.,RDG,Parti radical de gauche,3835,"  10,11","   5,55",non,01202,01202,12002
9,VIDAL,Jean-Luc,M.,DSV,Droite souverainiste,753,"   1,99","   1,09",non,01202,01202,12002
10,CASSARINI,Myriam,Mme,ECO,Ecologistes,710,"   1,87","   1,03",non,01202,01202,12002
11,CLERGUE,Dominique,M.,DVG,Divers gauche,18,"   0,05","   0,03",non,01202,01202,12002
