NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DELANNOY,Christian,M.,DXG,Divers extrême gauche,468,"   1,48","   0,64",non,05917,05917,59017
2,MAMAN,Isabelle,Mme,ECO,Ecologistes,841,"   2,66","   1,14",non,05917,05917,59017
3,GRANDIN,Cyril,M.,NUP,Nouvelle union populaire écologique et sociale,7250,"  22,91","   9,84",non,05917,05917,59017
4,NORREEL,Valérie,Mme,REC,Reconquête !,966,"   3,05","   1,31",non,05917,05917,59017
5,GARAUD,Dominique,Mme,DVD,Divers droite,219,"   0,69","   0,30",non,05917,05917,59017
6,FRANCOIS,Thibaut,M.,RN,Rassemblement National,10414,"  32,91","  14,14",Bal.,05917,05917,59017
7,FLUCKIGER,Cédric,M.,DXG,Divers extrême gauche,475,"   1,50","   0,64",non,05917,05917,59017
8,BRUNI,Thibault,M.,DSV,Droite souverainiste,586,"   1,85","   0,80",non,05917,05917,59017
9,BOULANT,Romain,M.,UDI,Union des Démocrates et des Indépendants,1688,"   5,33","   2,29",non,05917,05917,59017
10,HOUBRON,Dimitri,M.,ENS,Ensemble ! (Majorité présidentielle),7636,"  24,13","  10,37",Bal.,05917,05917,59017
11,T'HOOFT,Marion,Mme,RDG,Parti radical de gauche,661,"   2,09","   0,90",non,05917,05917,59017
12,FRYDMAN,Jean-Luc,M.,DIV,Divers,438,"   1,38","   0,59",non,05917,05917,59017
