NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HERICOURT,Dominique,M.,DXG,Divers extrême gauche,845,"   1,91","   0,94",non,06204,06204,62004
2,ANDREAU,Jean-Michel,M.,DSV,Droite souverainiste,476,"   1,07","   0,53",non,06204,06204,62004
3,DELATTRE,Karen,Mme,DXG,Divers extrême gauche,116,"   0,26","   0,13",non,06204,06204,62004
4,SERGENT,David,M.,REC,Reconquête !,1491,"   3,36","   1,66",non,06204,06204,62004
5,VANPEENE,Françoise,Mme,RN,Rassemblement National,10378,"  23,42","  11,53",Bal.,06204,06204,62004
6,FAIT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),13168,"  29,71","  14,63",Bal.,06204,06204,62004
7,HOFF,Mervyn,M.,DXD,Divers extrême droite,477,"   1,08","   0,53",non,06204,06204,62004
8,BONVOISIN,Mary,Mme,LR,Les Républicains,8782,"  19,81","   9,76",non,06204,06204,62004
9,AMEYE,Evelyne,Mme,ECO,Ecologistes,905,"   2,04","   1,01",non,06204,06204,62004
10,DRAIN,Blandine,Mme,NUP,Nouvelle union populaire écologique et sociale,7683,"  17,33","   8,54",non,06204,06204,62004
