NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DESCAVES,Sandrine,Mme,NUP,Nouvelle union populaire écologique et sociale,8637,"  25,41","  14,42",Bal.,04801,04801,48001
2,ZIDOUN,Dja,M.,DIV,Divers,68,"   0,20","   0,11",non,04801,04801,48001
3,SUAU,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),5996,"  17,64","  10,01",non,04801,04801,48001
4,PARDIGON,Jean François,M.,RN,Rassemblement National,3704,"  10,90","   6,18",non,04801,04801,48001
5,PALOMBI,Francis,M.,DIV,Divers,766,"   2,25","   1,28",non,04801,04801,48001
6,MOREL A L'HUISSIER,Pierre,M.,UDI,Union des Démocrates et des Indépendants,6371,"  18,74","  10,63",Bal.,04801,04801,48001
7,SOUCHON,Annie,Mme,DXG,Divers extrême gauche,267,"   0,79","   0,45",non,04801,04801,48001
8,CASTAN,Christophe,M.,DIV,Divers,2042,"   6,01","   3,41",non,04801,04801,48001
9,SAINT-LEGER,Patrice,M.,DVD,Divers droite,4663,"  13,72","   7,78",non,04801,04801,48001
10,POUGNET,Nicolas,M.,REC,Reconquête !,1137,"   3,35","   1,90",non,04801,04801,48001
11,BLAYAC,Dorian,M.,ECO,Ecologistes,339,"   1,00","   0,57",non,04801,04801,48001
