NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TURCHETTO,Aurélien,M.,RDG,Parti radical de gauche,4383,"   9,01","   4,88",non,01103,01103,11003
2,MARTINEZ,Pierre,M.,ECO,Ecologistes,435,"   0,89","   0,48",non,01103,01103,11003
3,RANCOULE,Julien,M.,RN,Rassemblement National,13839,"  28,45","  15,41",Bal.,01103,01103,11003
4,HABERT,Martine,Mme,DSV,Droite souverainiste,772,"   1,59","   0,86",non,01103,01103,11003
5,DUCOM,Valérie,Mme,REC,Reconquête !,2281,"   4,69","   2,54",non,01103,01103,11003
6,MARTIN,Michel,M.,DXG,Divers extrême gauche,131,"   0,27","   0,15",non,01103,01103,11003
7,ROBERT,Mireille,Mme,ENS,Ensemble ! (Majorité présidentielle),10624,"  21,84","  11,83",non,01103,01103,11003
8,ADDA--NETTER,Johanna,Mme,NUP,Nouvelle union populaire écologique et sociale,12547,"  25,80","  13,97",Bal.,01103,01103,11003
9,CROS,Jacques,M.,ECO,Ecologistes,1554,"   3,20","   1,73",non,01103,01103,11003
10,POTTIER,Carine,Mme,UDI,Union des Démocrates et des Indépendants,1573,"   3,23","   1,75",non,01103,01103,11003
11,GALONNIER,Dominique,M.,DXG,Divers extrême gauche,498,"   1,02","   0,55",non,01103,01103,11003
