NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BEKONO,Mélanie,Mme,DSV,Droite souverainiste,403,"   1,34","   0,54",non,07808,07808,78008
2,PRÉAU,Jean-Marwaan,M.,DIV,Divers,326,"   1,08","   0,44",non,07808,07808,78008
3,NAUTH,Cyril,M.,RN,Rassemblement National,6729,"  22,33","   9,03",non,07808,07808,78008
4,KOSSOKO,Bernard,M.,DIV,Divers,821,"   2,72","   1,10",non,07808,07808,78008
5,SICARD,Anne,Mme,REC,Reconquête !,1055,"   3,50","   1,42",non,07808,07808,78008
6,LUCAS,Benjamin,M.,NUP,Nouvelle union populaire écologique et sociale,10054,"  33,37","  13,49",Bal.,07808,07808,78008
7,HERVIEUX,Edwige,Mme,ENS,Ensemble ! (Majorité présidentielle),7336,"  24,35","   9,84",Bal.,07808,07808,78008
8,BLAISE,François,M.,ECO,Ecologistes,516,"   1,71","   0,69",non,07808,07808,78008
9,LEFEBVRE,Jack,M.,DXG,Divers extrême gauche,228,"   0,76","   0,31",non,07808,07808,78008
10,VIALAY,Michel,M.,LR,Les Républicains,2365,"   7,85","   3,17",non,07808,07808,78008
11,GONNOT,Thierry,M.,DXG,Divers extrême gauche,299,"   0,99","   0,40",non,07808,07808,78008
