NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BOUVIER,Shan,M.,ECO,Ecologistes,1271,"   3,45","   1,43",non,07404,07404,74004
2,VIELLIARD,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),7678,"  20,86","   8,64",non,07404,07404,74004
3,DJONGANDEKE,Tongomo,M.,DIV,Divers,44,"   0,12","   0,05",non,07404,07404,74004
4,YILDIRIM,Murat,M.,DIV,Divers,188,"   0,51","   0,21",non,07404,07404,74004
5,VERBASCO,Véronique,Mme,DSV,Droite souverainiste,673,"   1,83","   0,76",non,07404,07404,74004
6,BÉDAGUE,Sophie,Mme,DXG,Divers extrême gauche,198,"   0,54","   0,22",non,07404,07404,74004
7,FERRANDI,Lea,Mme,REG,Régionaliste,524,"   1,42","   0,59",non,07404,07404,74004
8,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,11501,"  31,24","  12,95",Bal.,07404,07404,74004
9,LUHO,Magalie,Mme,RN,Rassemblement National,4455,"  12,10","   5,02",non,07404,07404,74004
10,VERVOORT,Valérian,M.,NUP,Nouvelle union populaire écologique et sociale,7990,"  21,71","   9,00",Bal.,07404,07404,74004
11,GIRAUD,Romain,M.,DXG,Divers extrême gauche,100,"   0,27","   0,11",non,07404,07404,74004
12,BAILLY,Nicolas,M.,REC,Reconquête !,1488,"   4,04","   1,68",non,07404,07404,74004
13,DAHMAL,Vanessa,Mme,ECO,Ecologistes,399,"   1,08","   0,45",non,07404,07404,74004
14,COHARD,Alexandre,M.,DIV,Divers,302,"   0,82","   0,34",non,07404,07404,74004
