NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BUI,Jérôme,M.,DXG,Divers extrême gauche,229,"   0,63","   0,27",non,07709,07709,77009
2,ROBERT,Pascal,M.,DSV,Droite souverainiste,586,"   1,60","   0,68",non,07709,07709,77009
3,MORETTI,Pierre,M.,REG,Régionaliste,522,"   1,43","   0,61",non,07709,07709,77009
4,TARNIER,Charles,M.,DVG,Divers gauche,77,"   0,21","   0,09",non,07709,07709,77009
5,WOODS,Florence,Mme,DXG,Divers extrême gauche,253,"   0,69","   0,29",non,07709,07709,77009
6,GEOFFROY,Guy,M.,LR,Les Républicains,4259,"  11,66","   4,94",non,07709,07709,77009
7,MAURIZE,Nathalie,Mme,ECO,Ecologistes,1196,"   3,27","   1,39",non,07709,07709,77009
8,NOVAIS,Pascal,M.,NUP,Nouvelle union populaire écologique et sociale,9919,"  27,15","  11,50",Bal.,07709,07709,77009
9,PEYRON,Michèle,Mme,ENS,Ensemble ! (Majorité présidentielle),9112,"  24,94","  10,57",Bal.,07709,07709,77009
10,SIMONPIETRI,Laurent,M.,ECO,Ecologistes,480,"   1,31","   0,56",non,07709,07709,77009
11,VANACKER,Morgann,M.,RN,Rassemblement National,8004,"  21,91","   9,28",non,07709,07709,77009
12,DELALANDRE,Bruno-Charles,M.,REC,Reconquête !,1603,"   4,39","   1,86",non,07709,07709,77009
13,VALCIN,Kamal,M.,DIV,Divers,299,"   0,82","   0,35",non,07709,07709,77009
