NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,COCHET,Philippe,M.,ECO,Ecologistes,578,"   1,40","   0,73",non,04302,04302,43002
2,PEREZ,Thierry,M.,RN,Rassemblement National,5618,"  13,61","   7,07",non,04302,04302,43002
3,LAFONT,Clément,M.,REG,Régionaliste,367,"   0,89","   0,46",non,04302,04302,43002
4,D'AUBIGNAN,Clémence,Mme,REC,Reconquête !,1041,"   2,52","   1,31",non,04302,04302,43002
5,CLEMENT,Jean-Philippe,M.,ECO,Ecologistes,856,"   2,07","   1,08",non,04302,04302,43002
6,SIGAUX,Azelma,Mme,NUP,Nouvelle union populaire écologique et sociale,8166,"  19,79","  10,27",Bal.,04302,04302,43002
7,VIGIER,Jean-Pierre,M.,LR,Les Républicains,18850,"  45,68","  23,71",Bal.,04302,04302,43002
8,CLOEZ,Théophile,M.,DIV,Divers,156,"   0,38","   0,20",non,04302,04302,43002
9,ALLEGRE,Christian,M.,ENS,Ensemble ! (Majorité présidentielle),4764,"  11,54","   5,99",non,04302,04302,43002
10,BARBIER,Corine,Mme,DSV,Droite souverainiste,495,"   1,20","   0,62",non,04302,04302,43002
11,BREBION,Antoine,M.,DXG,Divers extrême gauche,375,"   0,91","   0,47",non,04302,04302,43002
