NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DALIBERT,David,M.,ECO,Ecologistes,430,"   1,19","   0,53",non,07204,07204,72004
2,LE FLOCH-IMAD,Joachim,M.,ENS,Ensemble ! (Majorité présidentielle),6876,"  19,09","   8,50",non,07204,07204,72004
3,FRANCO,Emmanuel,M.,LR,Les Républicains,4261,"  11,83","   5,27",non,07204,07204,72004
4,BARBET,Didier,M.,DIV,Divers,1232,"   3,42","   1,52",non,07204,07204,72004
5,TOLMONT,Sylvie,Mme,DVG,Divers gauche,5574,"  15,47","   6,89",non,07204,07204,72004
6,LEBOUCHER,Elise,Mme,NUP,Nouvelle union populaire écologique et sociale,7878,"  21,87","   9,74",Bal.,07204,07204,72004
7,NOUCHY,Thierry,M.,DXG,Divers extrême gauche,412,"   1,14","   0,51",non,07204,07204,72004
8,BOULAY,Stéphane,M.,DSV,Droite souverainiste,489,"   1,36","   0,60",non,07204,07204,72004
9,DE MALHERBE,Raymond,M.,RN,Rassemblement National,7673,"  21,30","   9,49",Bal.,07204,07204,72004
10,BUARD,Sébastien,M.,REC,Reconquête !,1196,"   3,32","   1,48",non,07204,07204,72004
