NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,AVIRAGNET,Joël,M.,DVG,Divers gauche,12920,"  28,67","  15,00",Bal.,03108,03108,31008
2,FAUVERNIER,Annabelle,Mme,DVG,Divers gauche,7900,"  17,53","   9,17",non,03108,03108,31008
3,GUIRAUD,Martine,Mme,DXG,Divers extrême gauche,367,"   0,81","   0,43",non,03108,03108,31008
4,LAURENTIES-BARRERE,Céline,Mme,ENS,Ensemble ! (Majorité présidentielle),9281,"  20,60","  10,77",non,03108,03108,31008
5,DELCHARD,Loic,M.,RN,Rassemblement National,9843,"  21,84","  11,42",Bal.,03108,03108,31008
6,SERRE,Wilfried,M.,DVD,Divers droite,1375,"   3,05","   1,60",non,03108,03108,31008
7,HARARI,François,M.,DVG,Divers gauche,309,"   0,69","   0,36",non,03108,03108,31008
8,KARNIKIAN,Vartan,M.,DIV,Divers,9,"   0,02","   0,01",non,03108,03108,31008
9,BAILLY,Amélie,Mme,DSV,Droite souverainiste,765,"   1,70","   0,89",non,03108,03108,31008
10,RIERE,Yves,M.,REC,Reconquête !,1782,"   3,95","   2,07",non,03108,03108,31008
11,MONCASI,Simon,M.,ECO,Ecologistes,513,"   1,14","   0,60",non,03108,03108,31008
