NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SITZENSTUHL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),15550,"  32,62","  14,65",Bal.,06705,06705,67005
2,WEISS MOESSMER,Sarah,Mme,REG,Régionaliste,4021,"   8,44","   3,79",non,06705,06705,67005
3,MERTZ,Quentin,M.,DSV,Droite souverainiste,461,"   0,97","   0,43",non,06705,06705,67005
4,ABASSI,Mélanie,Mme,REC,Reconquête !,1007,"   2,11","   0,95",non,06705,06705,67005
5,WEBER,Daniel,M.,ECO,Ecologistes,1341,"   2,81","   1,26",non,06705,06705,67005
6,TETART,Yolande,Mme,DIV,Divers,712,"   1,49","   0,67",non,06705,06705,67005
7,DUTTER,Patrick,M.,DXG,Divers extrême gauche,473,"   0,99","   0,45",non,06705,06705,67005
8,PLUSKOTA,Jean,M.,ECO,Ecologistes,819,"   1,72","   0,77",non,06705,06705,67005
9,WOLFF,Marc,M.,RN,Rassemblement National,10052,"  21,09","   9,47",Bal.,06705,06705,67005
10,TOULZA,Véronique,Mme,NUP,Nouvelle union populaire écologique et sociale,7653,"  16,05","   7,21",non,06705,06705,67005
11,ERRERA-MULLER,Angelo,M.,DVD,Divers droite,1028,"   2,16","   0,97",non,06705,06705,67005
12,SOHLER,Olivier,M.,UDI,Union des Démocrates et des Indépendants,4553,"   9,55","   4,29",non,06705,06705,67005
