NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RINALDI,Mario,M.,DXG,Divers extrême gauche,235,"   0,70","   0,31",non,05702,05702,57002
2,CONTAL,Aurélie,Mme,ECO,Ecologistes,162,"   0,48","   0,21",non,05702,05702,57002
3,BAUCHAT,Olivier,M.,RN,Rassemblement National,6871,"  20,49","   9,01",non,05702,05702,57002
4,KURTH,Jean-Jacques,M.,DVG,Divers gauche,955,"   2,85","   1,25",non,05702,05702,57002
5,LAHORE,Lisa,Mme,NUP,Nouvelle union populaire écologique et sociale,7188,"  21,44","   9,43",Bal.,05702,05702,57002
6,TEIXEIRA,Quentin,M.,ECO,Ecologistes,454,"   1,35","   0,60",non,05702,05702,57002
7,SAID,Sandrine,Mme,DIV,Divers,133,"   0,40","   0,17",non,05702,05702,57002
8,EL BARNOUSSI,Nadia,Mme,DVG,Divers gauche,108,"   0,32","   0,14",non,05702,05702,57002
9,PITTI,Raphaël,M.,DVG,Divers gauche,2800,"   8,35","   3,67",non,05702,05702,57002
10,MENDES,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),8005,"  23,88","  10,50",Bal.,05702,05702,57002
11,HORY,Thierry,M.,LR,Les Républicains,4852,"  14,47","   6,37",non,05702,05702,57002
12,JACQUES,Jean-François,M.,DSV,Droite souverainiste,413,"   1,23","   0,54",non,05702,05702,57002
13,MAUSER,Martine,Mme,REC,Reconquête !,1350,"   4,03","   1,77",non,05702,05702,57002
