NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MAILLOT,Olivier,M.,RN,Rassemblement National,4427,"  13,39","   6,56",non,05402,05402,54002
2,LACREUSE,Jacques,M.,DXG,Divers extrême gauche,389,"   1,18","   0,58",non,05402,05402,54002
3,LACRESSE,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),10448,"  31,60","  15,48",Bal.,05402,05402,54002
4,AJDIR,Nora,Mme,DVG,Divers gauche,241,"   0,73","   0,36",non,05402,05402,54002
5,PEZZETTA,Patrick,M.,ECO,Ecologistes,599,"   1,81","   0,89",non,05402,05402,54002
6,HABLOT,Stéphane,M.,NUP,Nouvelle union populaire écologique et sociale,12101,"  36,59","  17,93",Bal.,05402,05402,54002
7,DAMAMME,Eric,M.,DVD,Divers droite,504,"   1,52","   0,75",non,05402,05402,54002
8,BOUSSUGE,Anselme,M.,REC,Reconquête !,1457,"   4,41","   2,16",non,05402,05402,54002
9,FLAUS,Florian,M.,ECO,Ecologistes,149,"   0,45","   0,22",non,05402,05402,54002
10,MANFREDI,Vincent,M.,UDI,Union des Démocrates et des Indépendants,2753,"   8,33","   4,08",non,05402,05402,54002
