NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BRYON,Eveline,Mme,REC,Reconquête !,2208,"   5,14","   2,40",non,09102,09102,91002
2,SY,Mama,Mme,DVD,Divers droite,1132,"   2,64","   1,23",non,09102,09102,91002
3,SIFER,Naïma,Mme,ENS,Ensemble ! (Majorité présidentielle),8848,"  20,61","   9,62",non,09102,09102,91002
4,PAROLINI,François,M.,DVG,Divers gauche,946,"   2,20","   1,03",non,09102,09102,91002
5,DUGOIN-CLEMENT,Jean-Philippe,M.,UDI,Union des Démocrates et des Indépendants,6276,"  14,62","   6,83",non,09102,09102,91002
6,DA CONCEICAO CARVALHO,Nathalie,Mme,RN,Rassemblement National,9839,"  22,91","  10,70",Bal.,09102,09102,91002
7,HILLAIRE,Mathieu,M.,NUP,Nouvelle union populaire écologique et sociale,10588,"  24,66","  11,52",Bal.,09102,09102,91002
8,PHAN HIEU,Mathilde,Mme,DXG,Divers extrême gauche,415,"   0,97","   0,45",non,09102,09102,91002
9,LEMAIRE,Pascal,M.,ECO,Ecologistes,785,"   1,83","   0,85",non,09102,09102,91002
10,MORELLE,Antonin,M.,DVD,Divers droite,1483,"   3,45","   1,61",non,09102,09102,91002
11,BIELAK,Vincent,M.,DSV,Droite souverainiste,417,"   0,97","   0,45",non,09102,09102,91002
