NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TAILLADE,Florence,Mme,LR,Les Républicains,936,"   2,24","   1,00",non,03406,03406,34006
2,NOEL,Isabelle,Mme,DSV,Droite souverainiste,550,"   1,32","   0,59",non,03406,03406,34006
3,FERRAND,Sylvie,Mme,ECO,Ecologistes,431,"   1,03","   0,46",non,03406,03406,34006
4,BERNARDI,Samantha,Mme,ECO,Ecologistes,363,"   0,87","   0,39",non,03406,03406,34006
5,TASTAVY,Mathilde,Mme,ENS,Ensemble ! (Majorité présidentielle),6530,"  15,62","   6,95",non,03406,03406,34006
6,CROZIER-DANIEL,Magali,Mme,NUP,Nouvelle union populaire écologique et sociale,7131,"  17,05","   7,59",Bal.,03406,03406,34006
7,BRUTUS,Florence,Mme,RDG,Parti radical de gauche,2607,"   6,23","   2,78",non,03406,03406,34006
8,GILHODES,Laurent,M.,DXG,Divers extrême gauche,79,"   0,19","   0,08",non,03406,03406,34006
9,KARGES,Stéphane,M.,DIV,Divers,95,"   0,23","   0,10",non,03406,03406,34006
10,FABRE-LUCE,Henri,M.,REC,Reconquête !,3418,"   8,17","   3,64",non,03406,03406,34006
11,ESSOMBA,Oscar,M.,DVD,Divers droite,2,"   0,00","   0,00",non,03406,03406,34006
12,ROSSARD,Solène,Mme,ECO,Ecologistes,539,"   1,29","   0,57",non,03406,03406,34006
13,MÉNARD,Emmanuelle,Mme,DVD,Divers droite,19136,"  45,76","  20,38",Bal.,03406,03406,34006
