NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LEFRANCQ,Jonathan,M.,DIV,Divers,237,"   0,82","   0,37",non,05901,05901,59001
2,RIMLINGER,Mai,Mme,REC,Reconquête !,782,"   2,71","   1,22",non,05901,05901,59001
3,ALEXANDRE,Audric,M.,DIV,Divers,782,"   2,71","   1,22",non,05901,05901,59001
4,MADELAIN,Pierre,M.,DXG,Divers extrême gauche,277,"   0,96","   0,43",non,05901,05901,59001
5,DUHAMEL,Vanessa,Mme,ENS,Ensemble ! (Majorité présidentielle),6071,"  21,07","   9,45",Bal.,05901,05901,59001
6,LECLERCQ,Carole,Mme,RN,Rassemblement National,2960,"  10,27","   4,61",non,05901,05901,59001
7,GODEST,Constance,Mme,ECO,Ecologistes,669,"   2,32","   1,04",non,05901,05901,59001
8,CHAOUAT,Frédéric,M.,DIV,Divers,50,"   0,17","   0,08",non,05901,05901,59001
9,FABRE,Thomas,M.,UDI,Union des Démocrates et des Indépendants,1984,"   6,88","   3,09",non,05901,05901,59001
10,DESMARCHELIER,Hugo,M.,DIV,Divers,6,"   0,02","   0,01",non,05901,05901,59001
11,QUATENNENS,Adrien,M.,NUP,Nouvelle union populaire écologique et sociale,15000,"  52,05","  23,36",Bal.,05901,05901,59001
