NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CAZAUBON,Sébastien,M.,DVC,Divers centre,3062,"   5,49","   2,82",non,04001,04001,40001
2,LARGE,Daniel,M.,DVG,Divers gauche,2281,"   4,09","   2,10",non,04001,04001,40001
3,DUFAY,Michel,M.,RN,Rassemblement National,11241,"  20,15","  10,36",non,04001,04001,40001
4,MARTIN,Laurent,M.,DSV,Droite souverainiste,489,"   0,88","   0,45",non,04001,04001,40001
5,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle),18633,"  33,39","  17,17",Bal.,04001,04001,40001
6,HARAMBAT,Marie-Christine,Mme,LR,Les Républicains,3516,"   6,30","   3,24",non,04001,04001,40001
7,DE BARBEYRAC,Guy,M.,NUP,Nouvelle union populaire écologique et sociale,12805,"  22,95","  11,80",Bal.,04001,04001,40001
8,DAVID,Stéphane,M.,REC,Reconquête !,2196,"   3,94","   2,02",non,04001,04001,40001
9,DOBAT,Jwanakan,M.,ECO,Ecologistes,623,"   1,12","   0,57",non,04001,04001,40001
10,BON,Jean-Claude,M.,DXG,Divers extrême gauche,481,"   0,86","   0,44",non,04001,04001,40001
11,DUBREUIL,Jean-Jacques,M.,REG,Régionaliste,469,"   0,84","   0,43",non,04001,04001,40001
