NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GORIAUX,Daphné,Mme,REC,Reconquête !,1521,"   3,78","   1,82",non,01602,01602,16002
2,MARSAUD,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle),11568,"  28,77","  13,82",Bal.,01602,01602,16002
3,CAULLIEZ,Quentin,M.,ECO,Ecologistes,477,"   1,19","   0,57",non,01602,01602,16002
4,DESBROSSE,Jérôme,M.,DVG,Divers gauche,1915,"   4,76","   2,29",non,01602,01602,16002
5,SAUTON,William,M.,DSV,Droite souverainiste,772,"   1,92","   0,92",non,01602,01602,16002
6,BATAILLE,Carole,Mme,ECO,Ecologistes,1077,"   2,68","   1,29",non,01602,01602,16002
7,LELIÈVRE,Jean-Hubert,M.,LR,Les Républicains,4920,"  12,24","   5,88",non,01602,01602,16002
8,BESSAS,Françoise,Mme,DXG,Divers extrême gauche,470,"   1,17","   0,56",non,01602,01602,16002
9,RAPPASSE,Marceau,M.,RN,Rassemblement National,9245,"  22,99","  11,05",Bal.,01602,01602,16002
10,CHEVALIER,Chloé,Mme,NUP,Nouvelle union populaire écologique et sociale,8244,"  20,50","   9,85",non,01602,01602,16002
