NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GUILLARD,Laetitia,Mme,ECO,Ecologistes,847,"   2,31","   0,96",non,07707,07707,77007
2,JAHIER,Patrick,M.,LR,Les Républicains,3509,"   9,55","   3,99",non,07707,07707,77007
3,KOKOUENDO,Rodrigue,M.,ENS,Ensemble ! (Majorité présidentielle),8823,"  24,02","  10,04",non,07707,07707,77007
4,HEMET,Patrice,M.,DVG,Divers gauche,188,"   0,51","   0,21",non,07707,07707,77007
5,DAILLY,Michel,M.,DSV,Droite souverainiste,678,"   1,85","   0,77",non,07707,07707,77007
6,BERNARD,Didier,M.,RN,Rassemblement National,8923,"  24,30","  10,16",Bal.,07707,07707,77007
7,FRIJA,Gabrielle,Mme,DXG,Divers extrême gauche,558,"   1,52","   0,64",non,07707,07707,77007
8,SOUDAIS,Ersilia,Mme,NUP,Nouvelle union populaire écologique et sociale,11344,"  30,89","  12,91",Bal.,07707,07707,77007
9,TROUSSARD,Beatrice,Mme,REC,Reconquête !,1759,"   4,79","   2,00",non,07707,07707,77007
10,BAKU MANDEDIBA,Ketty,Mme,DVD,Divers droite,98,"   0,27","   0,11",non,07707,07707,77007
