NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BARDANOUVE,Philippe,M.,DXG,Divers extrême gauche,392,"   0,80","   0,39",non,06405,06405,64005
2,PEREIRA-OSTANEL,Sandra,Mme,NUP,Nouvelle union populaire écologique et sociale,12323,"  25,14","  12,40",Bal.,06405,06405,64005
3,GIL,Benjamin,M.,DSV,Droite souverainiste,618,"   1,26","   0,62",non,06405,06405,64005
4,HARY,Mathilde,Mme,REG,Régionaliste,4386,"   8,95","   4,41",non,06405,06405,64005
5,LASSERRE,Florence,Mme,ENS,Ensemble ! (Majorité présidentielle),16658,"  33,98","  16,76",Bal.,06405,06405,64005
6,ROUBIN,Sylvie,Mme,ECO,Ecologistes,1480,"   3,02","   1,49",non,06405,06405,64005
7,RICHÉ,Thomas,M.,DIV,Divers,487,"   0,99","   0,49",non,06405,06405,64005
8,LESELLIER,Pascal,M.,RN,Rassemblement National,6796,"  13,86","   6,84",non,06405,06405,64005
9,SUSBIELLE,Hélène,Mme,DIV,Divers,1561,"   3,18","   1,57",non,06405,06405,64005
10,PATHIAS,Thibault,M.,DVG,Divers gauche,1594,"   3,25","   1,60",non,06405,06405,64005
11,PILLOT,Annick,Mme,REC,Reconquête !,2725,"   5,56","   2,74",non,06405,06405,64005
