NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FRITSCH,Aïcha,Mme,NUP,Nouvelle union populaire écologique et sociale,5027,"  14,74","   6,42",non,06801,06801,68001
2,COUVAL,Cyrielle,Mme,DSV,Droite souverainiste,909,"   2,67","   1,16",non,06801,06801,68001
3,MARTIN,Paul,M.,RDG,Parti radical de gauche,831,"   2,44","   1,06",non,06801,06801,68001
4,HEMEDINGER,Yves,M.,LR,Les Républicains,7014,"  20,57","   8,96",Bal.,06801,06801,68001
5,KLINKERT,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),11791,"  34,58","  15,06",Bal.,06801,06801,68001
6,GISIE,Laure,Mme,ECO,Ecologistes,627,"   1,84","   0,80",non,06801,06801,68001
7,ZITVOGEL,Thiébault,M.,REG,Régionaliste,700,"   2,05","   0,89",non,06801,06801,68001
8,BISCHOFF BATMA,Ariane,Mme,REC,Reconquête !,1103,"   3,23","   1,41",non,06801,06801,68001
9,SCHAFFAR,Gilles,M.,DXG,Divers extrême gauche,234,"   0,69","   0,30",non,06801,06801,68001
10,SCHOENBECK,Steven,M.,RN,Rassemblement National,5866,"  17,20","   7,49",non,06801,06801,68001
