NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FILLANG,Jean Patrice,M.,DVD,Divers droite,1561,"   3,59","   1,59",non,03304,03304,33004
2,MATHIEU,"Marie-Mauricette, Simone",Mme,DSV,Droite souverainiste,96,"   0,22","   0,10",non,03304,03304,33004
3,GAILLARD,Christine,Mme,DVD,Divers droite,842,"   1,94","   0,86",non,03304,03304,33004
4,DESTANDAU,Ambre,Mme,ECO,Ecologistes,733,"   1,69","   0,74",non,03304,03304,33004
5,DAVID,Alain,M.,NUP,Nouvelle union populaire écologique et sociale,17628,"  40,55","  17,91",Bal.,03304,03304,33004
6,KARACA,Melissa,Mme,ENS,Ensemble ! (Majorité présidentielle),10431,"  24,00","  10,60",Bal.,03304,03304,33004
7,CASANOVA,Monica,Mme,DXG,Divers extrême gauche,335,"   0,77","   0,34",non,03304,03304,33004
8,BRIVARY,Anne-Isabelle,Mme,DXG,Divers extrême gauche,429,"   0,99","   0,44",non,03304,03304,33004
9,GARNIER,Philippe,M.,REC,Reconquête !,1679,"   3,86","   1,71",non,03304,03304,33004
10,RECHAGNEUX,Julie,Mme,RN,Rassemblement National,9191,"  21,14","   9,34",non,03304,03304,33004
11,BERNAUD,Kevin,M.,DVD,Divers droite,543,"   1,25","   0,55",non,03304,03304,33004
