NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ULIAN,Cédric,M.,ECO,Ecologistes,621,"   1,43","   0,74",non,02402,02402,24002
2,DELPON,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),9591,"  22,05","  11,38",Bal.,02402,02402,24002
3,MULLER,Serge,M.,RN,Rassemblement National,10338,"  23,77","  12,26",Bal.,02402,02402,24002
4,CATHUS,Christophe,M.,DVG,Divers gauche,6384,"  14,68","   7,57",non,02402,02402,24002
5,ROUX,Michèle,Mme,NUP,Nouvelle union populaire écologique et sociale,9214,"  21,19","  10,93",non,02402,02402,24002
6,DELFOUR,Aurélien,M.,LR,Les Républicains,2961,"   6,81","   3,51",non,02402,02402,24002
7,LEGROS,Amandine,Mme,DVD,Divers droite,985,"   2,27","   1,17",non,02402,02402,24002
8,PRATS,Hervé,M.,DSV,Droite souverainiste,807,"   1,86","   0,96",non,02402,02402,24002
9,BALLERAND,Nathalie,Mme,REC,Reconquête !,2149,"   4,94","   2,55",non,02402,02402,24002
10,ALMOSNINO,Jonathan,M.,DXG,Divers extrême gauche,437,"   1,00","   0,52",non,02402,02402,24002
