NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LAVALETTE,Laure,Mme,RN,Rassemblement National,12595,"  30,86","  13,62",Bal.,08302,08302,83002
2,CORNIL,Isaline,Mme,NUP,Nouvelle union populaire écologique et sociale,7311,"  17,91","   7,90",non,08302,08302,83002
3,JUVING-BRUNET,Alexandre,M.,DXD,Divers extrême droite,484,"   1,19","   0,52",non,08302,08302,83002
4,PERRETO,Alexandra,Mme,ECO,Ecologistes,722,"   1,77","   0,78",non,08302,08302,83002
5,GAGO-CHIDAINE,Claire,Mme,REG,Régionaliste,286,"   0,70","   0,31",non,08302,08302,83002
6,FOURNIER,Myriam,Mme,DSV,Droite souverainiste,500,"   1,22","   0,54",non,08302,08302,83002
7,BERTRAND,Aline,Mme,REC,Reconquête !,3252,"   7,97","   3,52",non,08302,08302,83002
8,ARGENTO,Julien,M.,LR,Les Républicains,2566,"   6,29","   2,77",non,08302,08302,83002
9,MUSSO,Ange,M.,ENS,Ensemble ! (Majorité présidentielle),11203,"  27,45","  12,11",Bal.,08302,08302,83002
10,GONI,Jean-Claude,M.,DIV,Divers,400,"   0,98","   0,43",non,08302,08302,83002
11,BOISSIN,Laurent,M.,ECO,Ecologistes,637,"   1,56","   0,69",non,08302,08302,83002
12,BLANC,Pierre,M.,ECO,Ecologistes,599,"   1,47","   0,65",non,08302,08302,83002
13,GHIOTTO,Jean-Michel,M.,DXG,Divers extrême gauche,263,"   0,64","   0,28",non,08302,08302,83002
