NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BERGEON,Jean Luc,M.,DVG,Divers gauche,4370,"   9,36","   4,73",non,03403,03403,34003
2,CARABASSE,Denis,M.,ECO,Ecologistes,555,"   1,19","   0,60",non,03403,03403,34003
3,LAURON,Nicolas,M.,REC,Reconquête !,2568,"   5,50","   2,78",non,03403,03403,34003
4,MIGNACCA,Julia,Mme,NUP,Nouvelle union populaire écologique et sociale,12416,"  26,59","  13,45",Bal.,03403,03403,34003
5,GACHON,Serge,M.,DXG,Divers extrême gauche,246,"   0,53","   0,27",non,03403,03403,34003
6,CRISTOL,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),12457,"  26,68","  13,50",Bal.,03403,03403,34003
7,BERTHET,Alain,M.,LR,Les Républicains,2603,"   5,57","   2,82",non,03403,03403,34003
8,SAUREL,Philippe,M.,DVG,Divers gauche,2070,"   4,43","   2,24",non,03403,03403,34003
9,MAUREL,Johana,Mme,RN,Rassemblement National,8080,"  17,30","   8,75",non,03403,03403,34003
10,BOUDAUD-ANDUAGA,Alexis,M.,ECO,Ecologistes,996,"   2,13","   1,08",non,03403,03403,34003
11,COMBET,Laurian,M.,DIV,Divers,338,"   0,72","   0,37",non,03403,03403,34003
