NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MARCHISET,Denis Marie,M.,ECO,Ecologistes,911,"   2,20","   1,19",non,09206,09206,92006
2,BASINI,Fayza,Mme,DVC,Divers centre,2981,"   7,18","   3,91",non,09206,09206,92006
3,AGUELON,Benoit,M.,DVD,Divers droite,950,"   2,29","   1,25",non,09206,09206,92006
4,KELLER,Franck,M.,REC,Reconquête !,3749,"   9,03","   4,92",non,09206,09206,92006
5,KHADOUR,Bilèle,M.,DIV,Divers,174,"   0,42","   0,23",non,09206,09206,92006
6,TRAORE,Adama,M.,DVC,Divers centre,1717,"   4,14","   2,25",non,09206,09206,92006
7,BARBAUX,Julie,Mme,NUP,Nouvelle union populaire écologique et sociale,6420,"  15,47","   8,42",Bal.,09206,09206,92006
8,TAPIRO,Frank,M.,DVC,Divers centre,860,"   2,07","   1,13",non,09206,09206,92006
9,PESSIS,Patrick,M.,LR,Les Républicains,5517,"  13,30","   7,23",non,09206,09206,92006
10,LE PEN,Marie-Caroline,Mme,RN,Rassemblement National,3056,"   7,36","   4,01",non,09206,09206,92006
11,MARCEL,Françoise,Mme,DXG,Divers extrême gauche,217,"   0,52","   0,28",non,09206,09206,92006
12,LE GRIP,Constance,Mme,ENS,Ensemble ! (Majorité présidentielle),14943,"  36,01","  19,60",Bal.,09206,09206,92006
