NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,EUPHRASIE,Marie-Emilie,Mme,RN,Rassemblement National,1658,"   4,19","   2,27",non,07503,07503,75003
2,BURTAIRE,Laurent,M.,DXG,Divers extrême gauche,263,"   0,67","   0,36",non,07503,07503,75003
3,BAFFIE,Laurent,M.,ECO,Ecologistes,863,"   2,18","   1,18",non,07503,07503,75003
4,MICHALET,Christine,Mme,DIV,Divers,243,"   0,61","   0,33",non,07503,07503,75003
5,IKUESAN,Ayodele,Mme,DVG,Divers gauche,1625,"   4,11","   2,22",non,07503,07503,75003
6,BOUGERET,Alix,Mme,LR,Les Républicains,5204,"  13,16","   7,11",non,07503,07503,75003
7,GUERINI,Stanislas,M.,ENS,Ensemble ! (Majorité présidentielle),12853,"  32,51","  17,56",Bal.,07503,07503,75003
8,PLANTEVIN,Marguerite,Mme,DXG,Divers extrême gauche,124,"   0,31","   0,17",non,07503,07503,75003
9,FISCHER,Cécile,Mme,REC,Reconquête !,1422,"   3,60","   1,94",non,07503,07503,75003
10,BALAGE EL MARIKY,Léa,Mme,NUP,Nouvelle union populaire écologique et sociale,15285,"  38,66","  20,88",Bal.,07503,07503,75003
