NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PETIT,Aurélia,Mme,DXG,Divers extrême gauche,302,"   0,65","   0,38",non,07507,07507,75007
2,BEAUNE,Clément,M.,ENS,Ensemble ! (Majorité présidentielle),16755,"  35,81","  20,88",Bal.,07507,07507,75007
3,MAZUEL,Philippe,M.,DVG,Divers gauche,982,"   2,10","   1,22",non,07507,07507,75007
4,LAENG,Isabelle Dite Cindy'Lee,Mme,DIV,Divers,220,"   0,47","   0,27",non,07507,07507,75007
5,CLAUDIO,Louis,M.,DVC,Divers centre,33,"   0,07","   0,04",non,07507,07507,75007
6,FLAHAUT-PREVOT,Rodrigue,M.,RDG,Parti radical de gauche,1114,"   2,38","   1,39",non,07507,07507,75007
7,DELÉTANG,Constance,Mme,REC,Reconquête !,1777,"   3,80","   2,21",non,07507,07507,75007
8,CHAMEROY,Gaspard,M.,ECO,Ecologistes,848,"   1,81","   1,06",non,07507,07507,75007
9,MOULINS,Thomas,M.,ECO,Ecologistes,606,"   1,30","   0,76",non,07507,07507,75007
10,MECARY,Caroline,Mme,NUP,Nouvelle union populaire écologique et sociale,19373,"  41,40","  24,14",Bal.,07507,07507,75007
11,VÉRON,Aurélien,M.,LR,Les Républicains,2370,"   5,06","   2,95",non,07507,07507,75007
12,MOGHIR,Naïma,Mme,ECO,Ecologistes,911,"   1,95","   1,14",non,07507,07507,75007
13,DAGUENEL (NGUYEN CONG DUC),Anne Hélène Janine Marie,Mme,RN,Rassemblement National,1503,"   3,21","   1,87",non,07507,07507,75007
