NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PETIT,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),10085,"  29,21","  13,62",Bal.,09404,09404,94004
2,LEMAIRE,Mirabelle,Mme,NUP,Nouvelle union populaire écologique et sociale,10238,"  29,65","  13,83",Bal.,09404,09404,94004
3,PHILIPPET,Alain,M.,RN,Rassemblement National,4679,"  13,55","   6,32",non,09404,09404,94004
4,VICENT,Denis,M.,DVG,Divers gauche,6,"   0,02","   0,01",non,09404,09404,94004
5,CIUNTU,Marie-Carole,Mme,LR,Les Républicains,5760,"  16,68","   7,78",non,09404,09404,94004
6,SCOTTO,Gerard,M.,DSV,Droite souverainiste,543,"   1,57","   0,73",non,09404,09404,94004
7,YVOS,Isabelle,Mme,ECO,Ecologistes,748,"   2,17","   1,01",non,09404,09404,94004
8,MERLIN,Véronique,Mme,REC,Reconquête !,1820,"   5,27","   2,46",non,09404,09404,94004
9,MOULIN,Brigitte,Mme,DXG,Divers extrême gauche,399,"   1,16","   0,54",non,09404,09404,94004
10,PERRU,Marie-Odile,Mme,DVC,Divers centre,249,"   0,72","   0,34",non,09404,09404,94004
