NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ABRIBAT,Jean-Baptiste,M.,REC,Reconquête !,1303,"   4,26","   1,76",non,09403,09403,94003
2,BRY-CHEVALIER,Tom,M.,ECO,Ecologistes,485,"   1,59","   0,66",non,09403,09403,94003
3,POIRET,Guillaume,M.,DXG,Divers extrême gauche,873,"   2,85","   1,18",non,09403,09403,94003
4,BOYARD,Louis,M.,NUP,Nouvelle union populaire écologique et sociale,9655,"  31,57","  13,04",Bal.,09403,09403,94003
5,ORKIDEZ,Blueez,M.,DVG,Divers gauche,7,"   0,02","   0,01",non,09403,09403,94003
6,NOAILE,Lucien,M.,DXG,Divers extrême gauche,277,"   0,91","   0,37",non,09403,09403,94003
7,HAMZAOUI,Naoual,Mme,DVD,Divers droite,192,"   0,63","   0,26",non,09403,09403,94003
8,SAINT-MARTIN,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),7804,"  25,52","  10,54",Bal.,09403,09403,94003
9,BAPTISTE,Marie-Françoise,Mme,DSV,Droite souverainiste,579,"   1,89","   0,78",non,09403,09403,94003
10,MARQUES,Catherine,Mme,DIV,Divers,237,"   0,77","   0,32",non,09403,09403,94003
11,GONZALES,Didier,M.,LR,Les Républicains,4801,"  15,70","   6,49",non,09403,09403,94003
12,YON,André,M.,DXG,Divers extrême gauche,147,"   0,48","   0,20",non,09403,09403,94003
13,PRETOT,Francis,M.,RN,Rassemblement National,4221,"  13,80","   5,70",non,09403,09403,94003
