NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GHIRARDI,Coralie,Mme,NUP,Nouvelle union populaire écologique et sociale,9502,"  21,79","  10,00",non,03002,03002,30002
2,LACHAUD,Yvan,M.,ENS,Ensemble ! (Majorité présidentielle),10050,"  23,05","  10,58",Bal.,03002,03002,30002
3,BOURRELY,Geneviève,Mme,DSV,Droite souverainiste,537,"   1,23","   0,57",non,03002,03002,30002
4,MANSON,Stéphane,M.,DXG,Divers extrême gauche,389,"   0,89","   0,41",non,03002,03002,30002
5,TOUZELLIER,Frédéric,M.,LR,Les Républicains,3802,"   8,72","   4,00",non,03002,03002,30002
6,VOIRON,Julien,M.,DIV,Divers,312,"   0,72","   0,33",non,03002,03002,30002
7,MEIZONNET,Nicolas,M.,RN,Rassemblement National,15434,"  35,39","  16,24",Bal.,03002,03002,30002
8,MOUKITE,Zakaria,M.,ECO,Ecologistes,428,"   0,98","   0,45",non,03002,03002,30002
9,LEROY,Anthony,M.,REC,Reconquête !,2241,"   5,14","   2,36",non,03002,03002,30002
10,SEVILLA,Pierre-Jean,M.,ECO,Ecologistes,912,"   2,09","   0,96",non,03002,03002,30002
