NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROSSET,Marine,Mme,NUP,Nouvelle union populaire écologique et sociale,11890,"  27,27","  15,90",Bal.,07502,07502,75002
2,LECOQ,Jean-Pierre,M.,LR,Les Républicains,7948,"  18,23","  10,63",non,07502,07502,75002
3,ASSAYAG,Daniel,M.,DIV,Divers,248,"   0,57","   0,33",non,07502,07502,75002
4,GILBERT,Isabelle,Mme,REC,Reconquête !,2827,"   6,48","   3,78",non,07502,07502,75002
5,DE VILLEPIN,Quitterie,Mme,DIV,Divers,2362,"   5,42","   3,16",non,07502,07502,75002
6,JOLIVEAU,Charline,Mme,DXG,Divers extrême gauche,146,"   0,33","   0,20",non,07502,07502,75002
7,FRANTZ,Adrien,M.,DXG,Divers extrême gauche,102,"   0,23","   0,14",non,07502,07502,75002
8,ROUGÉ,André,M.,RN,Rassemblement National,1294,"   2,97","   1,73",non,07502,07502,75002
9,LE GENDRE,Gilles,M.,ENS,Ensemble ! (Majorité présidentielle),15547,"  35,66","  20,79",Bal.,07502,07502,75002
10,DREYFUSS,Karine,Mme,ECO,Ecologistes,682,"   1,56","   0,91",non,07502,07502,75002
11,MAGNE,Elise,Mme,DIV,Divers,550,"   1,26","   0,74",non,07502,07502,75002
