NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,JAQUET,Estelle,Mme,DXG,Divers extrême gauche,259,"   0,67","   0,28",non,00603,00603,06003
2,MERCIER,Gabriel-Kayne,M.,ECO,Ecologistes,540,"   1,39","   0,59",non,00603,00603,06003
3,VARDON,Philippe,M.,REC,Reconquête !,4217,"  10,86","   4,59",non,00603,00603,06003
4,KANDEL,Benoît,M.,RN,Rassemblement National,6668,"  17,17","   7,26",non,00603,00603,06003
5,GIUSTI,Enzo,M.,NUP,Nouvelle union populaire écologique et sociale,8524,"  21,95","   9,28",Bal.,00603,00603,06003
6,DARMON,David-André,M.,ECO,Ecologistes,1062,"   2,73","   1,16",non,00603,00603,06003
7,PRADAL,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),10113,"  26,04","  11,01",Bal.,00603,00603,06003
8,CAUSSIN,Marie-Françoise,Mme,ECO,Ecologistes,613,"   1,58","   0,67",non,00603,00603,06003
9,CASTILLO,Laurent,M.,LR,Les Républicains,4973,"  12,81","   5,42",non,00603,00603,06003
10,BOY-MOTTARD,Dominique,Mme,RDG,Parti radical de gauche,1023,"   2,63","   1,11",non,00603,00603,06003
11,BENOIT,Yann,M.,DIV,Divers,84,"   0,22","   0,09",non,00603,00603,06003
12,BONALDI,Sylvie,Mme,ECO,Ecologistes,207,"   0,53","   0,23",non,00603,00603,06003
13,RIVIERE,Marie-Ange,Mme,DSV,Droite souverainiste,550,"   1,42","   0,60",non,00603,00603,06003
