NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SAHRAOUI,Rachida,Mme,RN,Rassemblement National,4346,"  19,93","   6,34",non,05908,05908,59008
2,DELBARRE,Françoise,Mme,DXG,Divers extrême gauche,469,"   2,15","   0,68",non,05908,05908,59008
3,GUIRAUD,David,M.,NUP,Nouvelle union populaire écologique et sociale,8684,"  39,83","  12,66",Bal.,05908,05908,59008
4,VERMEERSCH,Christian,M.,ECO,Ecologistes,551,"   2,53","   0,80",non,05908,05908,59008
5,ELBAHI,Amine,M.,LR,Les Républicains,1264,"   5,80","   1,84",non,05908,05908,59008
6,TANDONNET,Samuel,M.,DIV,Divers,53,"   0,24","   0,08",non,05908,05908,59008
7,VERLANDE,Lisa,Mme,REC,Reconquête !,692,"   3,17","   1,01",non,05908,05908,59008
8,PACO,Aymeric,M.,DVC,Divers centre,91,"   0,42","   0,13",non,05908,05908,59008
9,OSSON,Catherine,Mme,ENS,Ensemble ! (Majorité présidentielle),5267,"  24,16","   7,68",Bal.,05908,05908,59008
10,CAMERLYNCK,Maël,M.,DSV,Droite souverainiste,388,"   1,78","   0,57",non,05908,05908,59008
