NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VAN GANSEN,Romain,M.,ECO,Ecologistes,794,"   2,60","   0,97",non,05910,05910,59010
2,GARCIA,Jérôme,M.,LR,Les Républicains,934,"   3,05","   1,14",non,05910,05910,59010
3,BLEUZÉ,Louis,M.,REC,Reconquête !,1035,"   3,38","   1,26",non,05910,05910,59010
4,DARMANIN,Gérald,M.,ENS,Ensemble ! (Majorité présidentielle),11950,"  39,08","  14,53",Bal.,05910,05910,59010
5,LEUCHI,Oueb,M.,ECO,Ecologistes,915,"   2,99","   1,11",non,05910,05910,59010
6,BRAZON,Marcellin,M.,DVD,Divers droite,310,"   1,01","   0,38",non,05910,05910,59010
7,CHARLON,Christophe,M.,DXG,Divers extrême gauche,483,"   1,58","   0,59",non,05910,05910,59010
8,MORTREUX,Leslie,M.,NUP,Nouvelle union populaire écologique et sociale,7059,"  23,08","   8,59",Bal.,05910,05910,59010
9,DUMORTIER,Valérie,Mme,DSV,Droite souverainiste,390,"   1,28","   0,47",non,05910,05910,59010
10,D'HONT,Mélanie,Mme,RN,Rassemblement National,6709,"  21,94","   8,16",non,05910,05910,59010
