NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RICHARD,Xavier,M.,DVG,Divers gauche,1539,"   4,54","   2,12",non,02103,02103,21003
2,LACROIX-SAMPER,Solène,Mme,REC,Reconquête !,1419,"   4,18","   1,96",non,02103,02103,21003
3,FAUVET,Tarja,Mme,DVG,Divers gauche,270,"   0,80","   0,37",non,02103,02103,21003
4,MARC,Patricia,Mme,NUP,Nouvelle union populaire écologique et sociale,8610,"  25,38","  11,87",Bal.,02103,02103,21003
5,LOUIS,Bruno,M.,ECO,Ecologistes,904,"   2,66","   1,25",non,02103,02103,21003
6,GRANDET,Valérie,Mme,LR,Les Républicains,2853,"   8,41","   3,93",non,02103,02103,21003
7,BENREDJEM,François,M.,ECO,Ecologistes,469,"   1,38","   0,65",non,02103,02103,21003
8,HAMIDI,Yasmina,Mme,DSV,Droite souverainiste,252,"   0,74","   0,35",non,02103,02103,21003
9,COLLENNE,Julien,M.,DSV,Droite souverainiste,45,"   0,13","   0,06",non,02103,02103,21003
10,BOURGOIS,Dominique-Alexandre,M.,RN,Rassemblement National,7704,"  22,71","  10,62",non,02103,02103,21003
11,VAN MELCKEBEKE,Clément,M.,DVG,Divers gauche,839,"   2,47","   1,16",non,02103,02103,21003
12,DELORME,Fabienne,Mme,DXG,Divers extrême gauche,318,"   0,94","   0,44",non,02103,02103,21003
13,KHATTABI,Fadila,Mme,ENS,Ensemble ! (Majorité présidentielle),8701,"  25,65","  11,99",Bal.,02103,02103,21003
