NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DION,Sophie,Mme,LR,Les Républicains,5124,"  11,67","   5,03",non,07405,07405,74005
2,DUCROT,Guillaume,M.,DVD,Divers droite,2257,"   5,14","   2,22",non,07405,07405,74005
3,VICO,Céline,Mme,REC,Reconquête !,2098,"   4,78","   2,06",non,07405,07405,74005
4,CAPELLI,Audrey,Mme,ECO,Ecologistes,669,"   1,52","   0,66",non,07405,07405,74005
5,TERRENI,Jessica,Mme,RN,Rassemblement National,7070,"  16,10","   6,95",non,07405,07405,74005
6,LEMMO GAUD,Barbara,Mme,REG,Régionaliste,1358,"   3,09","   1,33",non,07405,07405,74005
7,DUVOCELLE,Quentin,M.,ECO,Ecologistes,1818,"   4,14","   1,79",non,07405,07405,74005
8,BOUREL,Michel,M.,DVD,Divers droite,619,"   1,41","   0,61",non,07405,07405,74005
9,MARTIN-COCHER,Odile,Mme,NUP,Nouvelle union populaire écologique et sociale,9600,"  21,86","   9,43",Bal.,07405,07405,74005
10,MESSIN,Michelle,Mme,DSV,Droite souverainiste,714,"   1,63","   0,70",non,07405,07405,74005
11,BALLY,Michelle,Mme,DXG,Divers extrême gauche,259,"   0,59","   0,25",non,07405,07405,74005
12,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),12323,"  28,06","  12,11",Bal.,07405,07405,74005
