NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MOCQUARD,Hélène,Mme,NUP,Nouvelle union populaire écologique et sociale,11762,"  25,63","  13,03",Bal.,03506,03506,35006
2,FLOCH,Nolwenn,Mme,DIV,Divers,371,"   0,81","   0,41",non,03506,03506,35006
3,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),21513,"  46,88","  23,83",Bal.,03506,03506,35006
4,AUBRÉE,Adrien,M.,ECO,Ecologistes,500,"   1,09","   0,55",non,03506,03506,35006
5,MURGEANU,Maricela,Mme,REG,Régionaliste,328,"   0,71","   0,36",non,03506,03506,35006
6,MARION,Tangi,M.,LR,Les Républicains,1825,"   3,98","   2,02",non,03506,03506,35006
7,BECHADERGUE,Emilie,Mme,REC,Reconquête !,966,"   2,10","   1,07",non,03506,03506,35006
8,PENNELLE,Gilles,M.,RN,Rassemblement National,7618,"  16,60","   8,44",non,03506,03506,35006
9,HUBERT,Ludovic,M.,DXG,Divers extrême gauche,523,"   1,14","   0,58",non,03506,03506,35006
10,ANDRÉ,Dominique,Mme,DSV,Droite souverainiste,486,"   1,06","   0,54",non,03506,03506,35006
