NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TERRIEN,Olivier,M.,DXG,Divers extrême gauche,287,"   0,62","   0,30",non,04403,04403,44003
2,JARRY,Véronique,Mme,RN,Rassemblement National,4622,"   9,91","   4,78",non,04403,04403,44003
3,PERROT,Gildas,M.,REG,Régionaliste,881,"   1,89","   0,91",non,04403,04403,44003
4,DOLIDON,Hélène,Mme,DXG,Divers extrême gauche,510,"   1,09","   0,53",non,04403,04403,44003
5,AMIOT,Ségolène,Mme,NUP,Nouvelle union populaire écologique et sociale,19990,"  42,87","  20,66",Bal.,04403,04403,44003
6,GUÉGUEN,Ophélie,Mme,ECO,Ecologistes,612,"   1,31","   0,63",non,04403,04403,44003
7,DUPRAT,Benjamin,M.,DSV,Droite souverainiste,585,"   1,25","   0,60",non,04403,04403,44003
8,DURET,Gwenvaël,M.,REG,Régionaliste,1271,"   2,73","   1,31",non,04403,04403,44003
9,BRUNET,Anne-France,Mme,ENS,Ensemble ! (Majorité présidentielle),13662,"  29,30","  14,12",Bal.,04403,04403,44003
10,FAUCHAIT,Thibault,M.,REC,Reconquête !,1523,"   3,27","   1,57",non,04403,04403,44003
11,VAN GOETHEM,Sophie,Mme,LR,Les Républicains,2686,"   5,76","   2,78",non,04403,04403,44003
