NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PILET,Dominique,M.,DVD,Divers droite,1660,"   2,58","   1,28",non,04409,04409,44009
2,ROZIER,Ulrich,M.,ECO,Ecologistes,671,"   1,04","   0,52",non,04409,04409,44009
3,HAURY,Yannick,M.,ENS,Ensemble ! (Majorité présidentielle),16449,"  25,59","  12,66",Bal.,04409,04409,44009
4,LE COZ,Alain,M.,UDI,Union des Démocrates et des Indépendants,3792,"   5,90","   2,92",non,04409,04409,44009
5,MALDINEY,Bastian,M.,RN,Rassemblement National,11358,"  17,67","   8,74",non,04409,04409,44009
6,CHOMARD,Laurent,M.,REC,Reconquête !,2067,"   3,22","   1,59",non,04409,04409,44009
7,RENAUDIN,Maryse,Mme,REG,Régionaliste,491,"   0,76","   0,38",non,04409,04409,44009
8,MACON,Hélène,Mme,NUP,Nouvelle union populaire écologique et sociale,18384,"  28,60","  14,15",Bal.,04409,04409,44009
9,MOUTOT,Alexandre,M.,REG,Régionaliste,262,"   0,41","   0,20",non,04409,04409,44009
10,HERVO,Annie,Mme,DXG,Divers extrême gauche,853,"   1,33","   0,66",non,04409,04409,44009
11,AVELLO,Alain,M.,DSV,Droite souverainiste,958,"   1,49","   0,74",non,04409,04409,44009
12,BROUNAIS,Paul,M.,DVC,Divers centre,7341,"  11,42","   5,65",non,04409,04409,44009
