NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BRULARD,Jean-Luc,M.,DIV,Divers,510,"   1,43","   0,65",non,09502,09502,95002
2,OUBAIROUK,Brahim,M.,ECO,Ecologistes,1036,"   2,91","   1,33",non,09502,09502,95002
3,CHIKHANE,Lydie,Mme,DSV,Droite souverainiste,558,"   1,57","   0,71",non,09502,09502,95002
4,PAIN,Frédéric,M.,LR,Les Républicains,3092,"   8,68","   3,96",non,09502,09502,95002
5,NICOLLE,Jérôme,M.,DIV,Divers,112,"   0,31","   0,14",non,09502,09502,95002
6,GEOFFROY-MARTIN,Sylvie,Mme,NUP,Nouvelle union populaire écologique et sociale,9652,"  27,10","  12,35",Bal.,09502,09502,95002
7,DOMBROWSKI,Mireille,Mme,DVG,Divers gauche,775,"   2,18","   0,99",non,09502,09502,95002
8,CASSAN,Éric,M.,DXG,Divers extrême gauche,284,"   0,80","   0,36",non,09502,09502,95002
9,REMY,Nadejda,Mme,RN,Rassemblement National,6439,"  18,08","   8,24",non,09502,09502,95002
10,CAVAIGNAC,Jeson,M.,DXD,Divers extrême droite,104,"   0,29","   0,13",non,09502,09502,95002
11,DRARI,Abdelmadjid,M.,DIV,Divers,102,"   0,29","   0,13",non,09502,09502,95002
12,VUILLETET,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),10252,"  28,79","  13,12",Bal.,09502,09502,95002
13,CHANZY,Philippe,M.,REC,Reconquête !,1882,"   5,28","   2,41",non,09502,09502,95002
14,BONUCCI,Laura,Mme,DXG,Divers extrême gauche,128,"   0,36","   0,16",non,09502,09502,95002
15,FRAPPA,Morgane,Mme,ECO,Ecologistes,686,"   1,93","   0,88",non,09502,09502,95002
