NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BLONDEL,Marie-Noelle,Mme,DVC,Divers centre,367,"   0,79","   0,43",non,07508,07508,75008
2,RITROVATO,Grégory,M.,DIV,Divers,404,"   0,86","   0,47",non,07508,07508,75008
3,VOLBART,Laurence,Mme,ECO,Ecologistes,758,"   1,62","   0,89",non,07508,07508,75008
4,DUPONCEL,Crystal,Mme,DSV,Droite souverainiste,405,"   0,87","   0,47",non,07508,07508,75008
5,LANCELOT,Vanessa,Mme,RN,Rassemblement National,2165,"   4,63","   2,54",non,07508,07508,75008
6,KOBBI,Nezha,Mme,ECO,Ecologistes,976,"   2,09","   1,14",non,07508,07508,75008
7,LUTZ,Manuel,M.,DIV,Divers,83,"   0,18","   0,10",non,07508,07508,75008
8,MONTANDON,Valérie,Mme,LR,Les Républicains,5282,"  11,30","   6,19",non,07508,07508,75008
9,GIRAUD,Marie-Claude,Mme,DVG,Divers gauche,1441,"   3,08","   1,69",non,07508,07508,75008
10,BERNON,Anne,Mme,DXG,Divers extrême gauche,259,"   0,55","   0,30",non,07508,07508,75008
11,TRUNKENWALD,Jannick,M.,REC,Reconquête !,2051,"   4,39","   2,41",non,07508,07508,75008
12,AVIA,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),13059,"  27,94","  15,32",Bal.,07508,07508,75008
13,SAS,Eva,Mme,NUP,Nouvelle union populaire écologique et sociale,19490,"  41,70","  22,86",Bal.,07508,07508,75008
