NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DEVAUX,Frédéric,M.,ECO,Ecologistes,543,"   1,28","   0,66",non,08003,08003,80003
2,MASSONNEAU,Marine,Mme,DVC,Divers centre,300,"   0,71","   0,36",non,08003,08003,80003
3,MONGIN,David,M.,DVG,Divers gauche,520,"   1,23","   0,63",non,08003,08003,80003
4,LOTTIN,Nicolas,M.,RN,Rassemblement National,13091,"  30,94","  15,85",Bal.,08003,08003,80003
5,MIRAMONT,François,M.,REC,Reconquête !,1110,"   2,62","   1,34",non,08003,08003,80003
6,FINEL,Marianne,Mme,DVG,Divers gauche,0,"   0,00","   0,00",non,08003,08003,80003
7,PETIT,Arnaud,M.,NUP,Nouvelle union populaire écologique et sociale,7058,"  16,68","   8,55",non,08003,08003,80003
8,VALET,Michel,M.,DXG,Divers extrême gauche,607,"   1,43","   0,73",non,08003,08003,80003
9,BRANLANT,Albane,Mme,ENS,Ensemble ! (Majorité présidentielle),7490,"  17,70","   9,07",non,08003,08003,80003
10,PONSARD,Anabelle,Mme,DSV,Droite souverainiste,351,"   0,83","   0,42",non,08003,08003,80003
11,MAQUET,Emmanuel,M.,LR,Les Républicains,11240,"  26,57","  13,61",Bal.,08003,08003,80003
