NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TAQUILLAIN,Aurélie,Mme,ENS,Ensemble ! (Majorité présidentielle),14515,"  32,40","  17,56",Bal.,09203,09203,92003
2,PIRON,Barthelemy,M.,DXG,Divers extrême gauche,132,"   0,29","   0,16",non,09203,09203,92003
3,BELKADI,Abdel,M.,DIV,Divers,225,"   0,50","   0,27",non,09203,09203,92003
4,LAFFITE,Agnès,Mme,RN,Rassemblement National,2348,"   5,24","   2,84",non,09203,09203,92003
5,BAUDRANT,Béatrice,Mme,DIV,Divers,39,"   0,09","   0,05",non,09203,09203,92003
6,MANRESA,Vincent,M.,ECO,Ecologistes,760,"   1,70","   0,92",non,09203,09203,92003
7,PARRY,Jean-Marie,M.,DXG,Divers extrême gauche,209,"   0,47","   0,25",non,09203,09203,92003
8,JUVIN,Philippe,M.,LR,Les Républicains,13949,"  31,14","  16,87",Bal.,09203,09203,92003
9,GUEDJ,Anabelle,Mme,REC,Reconquête !,2269,"   5,07","   2,74",non,09203,09203,92003
10,TIJ,Sara,Mme,NUP,Nouvelle union populaire écologique et sociale,10348,"  23,10","  12,52",Bal.,09203,09203,92003
