NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,REIHANIAN,Aurane,M.,LR,Les Républicains,7198,"  16,07","   7,59",non,00104,00104,01004
2,DEFRASNE,Alban,M.,DVG,Divers gauche,11,"   0,02","   0,01",non,00104,00104,01004
3,FAVRE,Nicolas,M.,ECO,Ecologistes,1119,"   2,50","   1,18",non,00104,00104,01004
4,BUISSON,Jérôme,M.,RN,Rassemblement National,11116,"  24,82","  11,71",Bal.,00104,00104,01004
5,COUSSON,Sylvain,M.,DXG,Divers extrême gauche,308,"   0,69","   0,32",non,00104,00104,01004
6,BENMEDJAHED,Ali,M.,RDG,Parti radical de gauche,2215,"   4,95","   2,33",non,00104,00104,01004
7,LERDA,Philippe,M.,NUP,Nouvelle union populaire écologique et sociale,7786,"  17,38","   8,20",Bal.,00104,00104,01004
8,DE BOYSSON,Benoît,M.,REC,Reconquête !,2506,"   5,59","   2,64",non,00104,00104,01004
9,FORCA,Sacha,M.,DVD,Divers droite,443,"   0,99","   0,47",non,00104,00104,01004
10,SEGUIN,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),7317,"  16,34","   7,71",non,00104,00104,01004
11,VEILLEROT,Annick,Mme,DSV,Droite souverainiste,562,"   1,25","   0,59",non,00104,00104,01004
12,TROMPILLE,Stéphane,M.,DVC,Divers centre,4211,"   9,40","   4,44",non,00104,00104,01004
