NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DOROY,Juliette,Mme,ECO,Ecologistes,458,"   1,13","   0,57",non,03109,03109,31009
2,COLOMINA,Damien,M.,DVG,Divers gauche,59,"   0,15","   0,07",non,03109,03109,31009
3,AUDISIO,Jérôme,M.,REC,Reconquête !,1869,"   4,60","   2,32",non,03109,03109,31009
4,ARRIGHI,Christine,Mme,NUP,Nouvelle union populaire écologique et sociale,16167,"  39,77","  20,05",Bal.,03109,03109,31009
5,MÖRCH,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),10265,"  25,25","  12,73",Bal.,03109,03109,31009
6,MARTIN,Henri,M.,DXG,Divers extrême gauche,447,"   1,10","   0,55",non,03109,03109,31009
7,BARKATS,Thomas,M.,RN,Rassemblement National,5781,"  14,22","   7,17",non,03109,03109,31009
8,BAUD,Robert,M.,ECO,Ecologistes,1326,"   3,26","   1,64",non,03109,03109,31009
9,DUFRAISSE,Cecile,Mme,LR,Les Républicains,1954,"   4,81","   2,42",non,03109,03109,31009
10,BENSLIMANE,Younès,M.,DIV,Divers,330,"   0,81","   0,41",non,03109,03109,31009
11,SIRUGUE,Chantal,Mme,DXG,Divers extrême gauche,0,"   0,00","   0,00",non,03109,03109,31009
12,RÜMLER,Paul,M.,DVG,Divers gauche,1998,"   4,91","   2,48",non,03109,03109,31009
