NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MENNESON,Michel,M.,REC,Reconquête !,676,"   2,54","   1,14",non,05502,05502,55002
2,GALLIC,Martin,M.,DVC,Divers centre,658,"   2,47","   1,11",non,05502,05502,55002
3,LAFLOTTE,Johan,M.,NUP,Nouvelle union populaire écologique et sociale,4318,"  16,23","   7,25",non,05502,05502,55002
4,DURET,Jean-Luc,M.,DVC,Divers centre,1,"   0,00","   0,00",non,05502,05502,55002
5,GOULET,Florence,Mme,RN,Rassemblement National,8695,"  32,68","  14,61",Bal.,05502,05502,55002
6,HAROS,Pascal,M.,DVG,Divers gauche,1822,"   6,85","   3,06",non,05502,05502,55002
7,ADDENET,Jean-Marie,M.,LR,Les Républicains,3588,"  13,49","   6,03",non,05502,05502,55002
8,BEDEL,Nicolas,M.,DSV,Droite souverainiste,353,"   1,33","   0,59",non,05502,05502,55002
9,NORDEMANN,Pierre,M.,DXG,Divers extrême gauche,247,"   0,93","   0,41",non,05502,05502,55002
10,BOIS,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),5101,"  19,17","   8,57",Bal.,05502,05502,55002
11,DHYVERT,Yves,M.,ECO,Ecologistes,778,"   2,92","   1,31",non,05502,05502,55002
12,TESTI,Michel,M.,ECO,Ecologistes,368,"   1,38","   0,62",non,05502,05502,55002
