NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DUVILLARD,Virginie,Mme,REC,Reconquête !,1643,"   4,60","   2,02",non,07406,07406,74006
2,LAGARDE,Stéphane,M.,ECO,Ecologistes,2790,"   7,81","   3,43",non,07406,07406,74006
3,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),11670,"  32,68","  14,34",Bal.,07406,07406,74006
4,DUGERDIL,Valérie,Mme,REG,Régionaliste,1054,"   2,95","   1,29",non,07406,07406,74006
5,PRATS,Charles,M.,UDI,Union des Démocrates et des Indépendants,1365,"   3,82","   1,68",non,07406,07406,74006
6,MARTIN,Dominique,M.,RN,Rassemblement National,6853,"  19,19","   8,42",Bal.,07406,07406,74006
7,LOUNIS,Ahmed,M.,NUP,Nouvelle union populaire écologique et sociale,6572,"  18,40","   8,07",non,07406,07406,74006
8,DEMEURE,Alexandre,M.,DXG,Divers extrême gauche,160,"   0,45","   0,20",non,07406,07406,74006
9,MÉNY,Laurence,Mme,DSV,Droite souverainiste,518,"   1,45","   0,64",non,07406,07406,74006
10,PLUMIER,Noémie,Mme,ECO,Ecologistes,340,"   0,95","   0,42",non,07406,07406,74006
11,CHANTELOT,Xavier,M.,LR,Les Républicains,2347,"   6,57","   2,88",non,07406,07406,74006
12,SOCQUET-JUGLARD,Sylvain,M.,ECO,Ecologistes,401,"   1,12","   0,49",non,07406,07406,74006
