NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BUISSON,Katia,Mme,RDG,Parti radical de gauche,2632,"   6,57","   2,94",non,06906,06906,69006
2,SENDE,Jean-Eric,M.,DVC,Divers centre,526,"   1,31","   0,59",non,06906,06906,69006
3,RYCKAERT,Paul,M.,DIV,Divers,28,"   0,07","   0,03",non,06906,06906,69006
4,WINKERMULLER,Laura,Mme,REG,Régionaliste,183,"   0,46","   0,20",non,06906,06906,69006
5,CHARLIEU,Clément,M.,UDI,Union des Démocrates et des Indépendants,700,"   1,75","   0,78",non,06906,06906,69006
6,PRIVOLT,Grégoire,M.,DXG,Divers extrême gauche,107,"   0,27","   0,12",non,06906,06906,69006
7,BOUHAMI,Nadia,Mme,DXG,Divers extrême gauche,347,"   0,87","   0,39",non,06906,06906,69006
8,BOUTAYEB,Maude,Mme,DIV,Divers,224,"   0,56","   0,25",non,06906,06906,69006
9,ROCHE,Ingrid,Mme,ECO,Ecologistes,490,"   1,22","   0,55",non,06906,06906,69006
10,MOREL,Michèle,Mme,RN,Rassemblement National,4328,"  10,80","   4,83",non,06906,06906,69006
11,PORTA,Pierre,M.,REC,Reconquête !,1774,"   4,43","   1,98",non,06906,06906,69006
12,MEZIANI,Zaïr,M.,ECO,Ecologistes,720,"   1,80","   0,80",non,06906,06906,69006
13,HAZIZA,Emmanuelle,Mme,ENS,Ensemble ! (Majorité présidentielle),10777,"  26,90","  12,03",Bal.,06906,06906,69006
14,AMARD,Gabriel,M.,NUP,Nouvelle union populaire écologique et sociale,16545,"  41,30","  18,47",Bal.,06906,06906,69006
15,VIEIRA,Philippe,M.,DIV,Divers,684,"   1,71","   0,76",non,06906,06906,69006
