NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HEURTEL,Antoine,M.,DIV,Divers,128,"   0,29","   0,16",non,06912,06912,69012
2,PIRRA,Olivier,M.,REC,Reconquête !,2704,"   6,19","   3,29",non,06912,06912,69012
3,CARRON,Lucie,Mme,ECO,Ecologistes,259,"   0,59","   0,32",non,06912,06912,69012
4,SPENNATO,Samantha,Mme,ECO,Ecologistes,703,"   1,61","   0,86",non,06912,06912,69012
5,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle),13413,"  30,70","  16,32",Bal.,06912,06912,69012
6,MOROGE,Jérôme,M.,LR,Les Républicains,9647,"  22,08","  11,74",non,06912,06912,69012
7,AMSELLEM,David,M.,DSV,Droite souverainiste,12,"   0,03","   0,01",non,06912,06912,69012
8,FAURITE,Cécile,Mme,DXG,Divers extrême gauche,333,"   0,76","   0,41",non,06912,06912,69012
9,ANNANI,Elodie,Mme,RN,Rassemblement National,4611,"  10,55","   5,61",non,06912,06912,69012
10,BAUDIN,Jean-François,M.,NUP,Nouvelle union populaire écologique et sociale,10063,"  23,03","  12,24",Bal.,06912,06912,69012
11,BEUZIT,Céline,Mme,ECO,Ecologistes,475,"   1,09","   0,58",non,06912,06912,69012
12,CHAMBON,Arthur,M.,RDG,Parti radical de gauche,1341,"   3,07","   1,63",non,06912,06912,69012
