NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TOUDIC,Arnaud,M.,ECO,Ecologistes,1391,"   3,19","   1,72",non,02204,02204,22004
2,LEPVRAUD,Murielle,Mme,NUP,Nouvelle union populaire écologique et sociale,11852,"  27,21","  14,62",Bal.,02204,02204,22004
3,LIRONCOURT,Sylvie,Mme,DXG,Divers extrême gauche,519,"   1,19","   0,64",non,02204,02204,22004
4,VINCELEUX,Edwige,Mme,REC,Reconquête !,1189,"   2,73","   1,47",non,02204,02204,22004
5,PRIGENT,Jean-Paul,M.,LR,Les Républicains,2964,"   6,80","   3,66",non,02204,02204,22004
6,LE SCOUR,Françoise,Mme,REG,Régionaliste,647,"   1,49","   0,80",non,02204,02204,22004
7,ROLLAND,Myriam,Mme,REG,Régionaliste,286,"   0,66","   0,35",non,02204,02204,22004
8,LUDE,Noël,M.,RN,Rassemblement National,7027,"  16,13","   8,67",non,02204,02204,22004
9,GUÉGUEN,Alain,M.,DVG,Divers gauche,5552,"  12,75","   6,85",non,02204,02204,22004
10,TOUZÉ,Nicolas,M.,ECO,Ecologistes,467,"   1,07","   0,58",non,02204,02204,22004
11,DRISSI,Moulay,M.,DIV,Divers,372,"   0,85","   0,46",non,02204,02204,22004
12,KERLOGOT,Yannick,M.,ENS,Ensemble ! (Majorité présidentielle),11296,"  25,93","  13,93",Bal.,02204,02204,22004
