NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BOISARD-VANNIER,Caroline,Mme,LR,Les Républicains,3106,"   7,85","   3,58",non,05902,05902,59002
2,DELEVALLET,Monique,Mme,REC,Reconquête !,1344,"   3,40","   1,55",non,05902,05902,59002
3,KARASIEWICZ,Nicolas,M.,DVC,Divers centre,407,"   1,03","   0,47",non,05902,05902,59002
4,AASSI,Nordine,M.,DIV,Divers,507,"   1,28","   0,58",non,05902,05902,59002
5,ROUGÉE,Pascale,Mme,DXG,Divers extrême gauche,508,"   1,28","   0,59",non,05902,05902,59002
6,CHAUCHOY,Virginie,Mme,ECO,Ecologistes,1041,"   2,63","   1,20",non,05902,05902,59002
7,ELEGEEST,Rudy,M.,ENS,Ensemble ! (Majorité présidentielle),9823,"  24,82","  11,31",Bal.,05902,05902,59002
8,GUÉRARD,Philippe,M.,RN,Rassemblement National,5328,"  13,46","   6,14",non,05902,05902,59002
9,SAVAGE,Marie,Mme,DXG,Divers extrême gauche,300,"   0,76","   0,35",non,05902,05902,59002
10,BERNALICIS,Ugo,M.,NUP,Nouvelle union populaire écologique et sociale,17212,"  43,49","  19,82",Bal.,05902,05902,59002
