NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FÈVE,Louise,Mme,DXG,Divers extrême gauche,140,"   0,45","   0,22",non,06701,06701,67001
2,GROSJEAN,Yamina,Mme,DIV,Divers,198,"   0,63","   0,32",non,06701,06701,67001
3,ROUCHDI,Jamal,M.,DIV,Divers,482,"   1,53","   0,77",non,06701,06701,67001
4,CHRISTMANN,Elena,Mme,REC,Reconquête !,1111,"   3,53","   1,77",non,06701,06701,67001
5,REGOL,Sandra,Mme,NUP,Nouvelle union populaire écologique et sociale,11976,"  38,07","  19,11",Bal.,06701,06701,67001
6,KARMANN,Stéphanie,Mme,REG,Régionaliste,236,"   0,75","   0,38",non,06701,06701,67001
7,COURCOUX,Sylvain,M.,DIV,Divers,30,"   0,10","   0,05",non,06701,06701,67001
8,BLACHE,Elisa,Mme,DXG,Divers extrême gauche,68,"   0,22","   0,11",non,06701,06701,67001
9,FONTANEL,Alain,M.,ENS,Ensemble ! (Majorité présidentielle),9085,"  28,88","  14,49",Bal.,06701,06701,67001
10,SAUNER,Lionel,M.,ECO,Ecologistes,270,"   0,86","   0,43",non,06701,06701,67001
11,VOLOKHOVA,Tamara,Mme,RN,Rassemblement National,2061,"   6,55","   3,29",non,06701,06701,67001
12,ELKOUBY,Éric,M.,DVG,Divers gauche,3062,"   9,73","   4,89",non,06701,06701,67001
13,BARRET,Albéric,M.,DIV,Divers,376,"   1,20","   0,60",non,06701,06701,67001
14,GOVI,Jérémy,M.,DVG,Divers gauche,310,"   0,99","   0,49",non,06701,06701,67001
15,SEIGLE-MURANDI,Frédéric,M.,DIV,Divers,178,"   0,57","   0,28",non,06701,06701,67001
16,HAFED,Nawal,Mme,ECO,Ecologistes,397,"   1,26","   0,63",non,06701,06701,67001
17,ROZENHAFT,Audrey,Mme,LR,Les Républicains,1479,"   4,70","   2,36",non,06701,06701,67001
