NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ASTOUL,Roland,M.,DVD,Divers droite,228,"   0,59","   0,34",non,04602,04602,46002
2,BONTEMPS,Louis,M.,LR,Les Républicains,3119,"   8,12","   4,68",non,04602,04602,46002
3,LUCAS,Bruno,M.,DVG,Divers gauche,416,"   1,08","   0,62",non,04602,04602,46002
4,LE GLOANNEC,Armelle,Mme,RN,Rassemblement National,4735,"  12,33","   7,10",non,04602,04602,46002
5,TIEGNA,Huguette,Mme,ENS,Ensemble ! (Majorité présidentielle),9103,"  23,70","  13,65",Bal.,04602,04602,46002
6,BARBIER DAMIETTE,Frédéric,M.,DIV,Divers,622,"   1,62","   0,93",non,04602,04602,46002
7,GROSSEMY,Thierry,M.,NUP,Nouvelle union populaire écologique et sociale,9116,"  23,73","  13,67",Bal.,04602,04602,46002
8,PROENÇA,Christophe,M.,DVG,Divers gauche,8896,"  23,16","  13,34",Bal.,04602,04602,46002
9,MILLARD,Alain,M.,DXG,Divers extrême gauche,153,"   0,40","   0,23",non,04602,04602,46002
10,FORESTIÉ,Alexis,M.,DVG,Divers gauche,551,"   1,43","   0,83",non,04602,04602,46002
11,SALAUZE,Stanislas,M.,REC,Reconquête !,1224,"   3,19","   1,84",non,04602,04602,46002
12,VIAU,Marie-Michèle,Mme,DXG,Divers extrême gauche,250,"   0,65","   0,37",non,04602,04602,46002
