NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TOULZA,Gilles,M.,LR,Les Républicains,4177,"  10,12","   5,09",non,08703,08703,87003
2,FREYCHET,Albin,M.,RN,Rassemblement National,8117,"  19,66","   9,89",non,08703,08703,87003
3,MOURNETAS,Daniel,M.,DXG,Divers extrême gauche,679,"   1,64","   0,83",non,08703,08703,87003
4,SABOUNE,Nazih,M.,DVC,Divers centre,772,"   1,87","   0,94",non,08703,08703,87003
5,ARDANT,Antoine,M.,REC,Reconquête !,1695,"   4,11","   2,07",non,08703,08703,87003
6,SARDIN,Geoffroy,M.,ENS,Ensemble ! (Majorité présidentielle),8384,"  20,31","  10,22",Bal.,08703,08703,87003
7,MEUNIER,Manon,Mme,NUP,Nouvelle union populaire écologique et sociale,13079,"  31,68","  15,94",Bal.,08703,08703,87003
8,BROSSARD,Corinne,Mme,DVD,Divers droite,772,"   1,87","   0,94",non,08703,08703,87003
9,LEONIE,Vincent,M.,DVC,Divers centre,3082,"   7,46","   3,76",non,08703,08703,87003
10,RASSAT,Nelly,Mme,REG,Régionaliste,530,"   1,28","   0,65",non,08703,08703,87003
