NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ANDROUËT,Mathilde,Mme,RN,Rassemblement National,3079,"   7,78","   4,07",non,07805,07805,78005
2,BRINGUIER,Maxence,M.,REC,Reconquête !,2201,"   5,56","   2,91",non,07805,07805,78005
3,DUBLANCHE,Alexandra,Mme,LR,Les Républicains,7086,"  17,90","   9,37",non,07805,07805,78005
4,LAGRANGE,Diane,Mme,DVG,Divers gauche,328,"   0,83","   0,43",non,07805,07805,78005
5,LÉPICIER,Alain,M.,DXG,Divers extrême gauche,296,"   0,75","   0,39",non,07805,07805,78005
6,THEVENET,Sophie,Mme,NUP,Nouvelle union populaire écologique et sociale,9322,"  23,55","  12,32",Bal.,07805,07805,78005
7,BRAUN-PIVET,Yaël,Mme,ENS,Ensemble ! (Majorité présidentielle),14483,"  36,59","  19,15",Bal.,07805,07805,78005
8,THEROND KERAUDREN,Amélie,Mme,DVD,Divers droite,1350,"   3,41","   1,78",non,07805,07805,78005
9,DENÉ,Jean-Luc,M.,ECO,Ecologistes,932,"   2,35","   1,23",non,07805,07805,78005
10,VOISIN,Katia,Mme,DSV,Droite souverainiste,508,"   1,28","   0,67",non,07805,07805,78005
