NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BARTOLI,Danièle,Mme,DXG,Divers extrême gauche,157,"   0,43","   0,20",non,00606,00606,06006
2,TRASTOUR-ISNART,Laurence,Mme,LR,Les Républicains,7450,"  20,18","   9,29",non,00606,00606,06006
3,TOUZEAU-MENONI,Philippe,M.,DVC,Divers centre,539,"   1,46","   0,67",non,00606,00606,06006
4,MAZZELLA,Nicole,Mme,NUP,Nouvelle union populaire écologique et sociale,4910,"  13,30","   6,12",non,00606,00606,06006
5,LOUVEZ,Philippe,M.,DSV,Droite souverainiste,391,"   1,06","   0,49",non,00606,00606,06006
6,MION,Jean-Bernard,M.,ENS,Ensemble ! (Majorité présidentielle),8489,"  22,99","  10,59",Bal.,00606,00606,06006
7,ROBIONY,Philippe,M.,ECO,Ecologistes,979,"   2,65","   1,22",non,00606,00606,06006
8,MASSON,Bryan,M.,RN,Rassemblement National,9349,"  25,32","  11,66",Bal.,00606,00606,06006
9,PIACENTINI,Pierre,M.,ECO,Ecologistes,597,"   1,62","   0,74",non,00606,00606,06006
10,JULIEN,Guillaume,M.,ECO,Ecologistes,468,"   1,27","   0,58",non,00606,00606,06006
11,CIESLIK,Denis,M.,REC,Reconquête !,3590,"   9,72","   4,48",non,00606,00606,06006
