NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PONELLE,Jean-Marc,M.,RN,Rassemblement National,7733,"  21,14","  11,31",Bal.,02104,02104,21004
2,MOLINOZ,Patrick,M.,RDG,Parti radical de gauche,2539,"   6,94","   3,71",non,02104,02104,21004
3,BOMMIER,Loup,M.,REC,Reconquête !,1736,"   4,75","   2,54",non,02104,02104,21004
4,GUILLET,Michel,M.,ECO,Ecologistes,532,"   1,45","   0,78",non,02104,02104,21004
5,DE COURSON,Yolaine,Mme,ENS,Ensemble ! (Majorité présidentielle),5868,"  16,04","   8,58",non,02104,02104,21004
6,MARCHAL,Isabelle,Mme,DXG,Divers extrême gauche,328,"   0,90","   0,48",non,02104,02104,21004
7,BRIGAND,Hubert,M.,LR,Les Républicains,6661,"  18,21","   9,74",Bal.,02104,02104,21004
8,BEUDET,Julien,M.,DSV,Droite souverainiste,359,"   0,98","   0,52",non,02104,02104,21004
9,GUINOT,Stéphane,M.,NUP,Nouvelle union populaire écologique et sociale,6447,"  17,63","   9,43",non,02104,02104,21004
10,PORTE,Laurence,Mme,DVD,Divers droite,4371,"  11,95","   6,39",non,02104,02104,21004
