NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROUSSELLE,Loïc,M.,ECO,Ecologistes,1733,"   4,38","   2,17",non,07702,07702,77002
2,CAZAURAN,Guillaume,M.,REC,Reconquête !,2444,"   6,18","   3,06",non,07702,07702,77002
3,MOLINA,Marie-Pierre,Mme,NUP,Nouvelle union populaire écologique et sociale,9107,"  23,02","  11,40",Bal.,07702,07702,77002
4,DIMITROVA,Ivanka,Mme,RN,Rassemblement National,7345,"  18,57","   9,19",non,07702,07702,77002
5,DELALANDE,Franck,M.,ECO,Ecologistes,798,"   2,02","   1,00",non,07702,07702,77002
6,VALLETOUX,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),10981,"  27,76","  13,74",Bal.,07702,07702,77002
7,FAURY,Stéphanie,Mme,DXG,Divers extrême gauche,297,"   0,75","   0,37",non,07702,07702,77002
8,GARREAU,Isoline,Mme,LR,Les Républicains,5754,"  14,54","   7,20",non,07702,07702,77002
9,CASTELLAN,Laurent,M.,DSV,Droite souverainiste,645,"   1,63","   0,81",non,07702,07702,77002
10,BROCH,Élodie,Mme,DXG,Divers extrême gauche,334,"   0,84","   0,42",non,07702,07702,77002
11,PAPIN,Sandrine,Mme,DIV,Divers,124,"   0,31","   0,16",non,07702,07702,77002
